headline,sentiment
"Tata Group plans to merge carriers under Air India, nix Vistara Brand",Neutral
SEBI to regulate financial influencers on social media platforms,Neutral
Sebi asks IHH Healthcare to proceed with open offer for Fortis after Delhi HC permission,Neutral
Indian Railways to hike salaries of field staff; hike will be in range of Rs 2500-4000,Neutral
Education sector top violator of advertising norms: ASCI report,Negative
UK inflation hits 41-year high of 11.1 per cent,Neutral
"FinMin, IBA to hold meet on November 18 to discuss reform agenda for PSBs",Neutral
Wholesale price inflation eases to 8.39% against 10.7% in September,Positive
Explained: Do recent layoffs signal repositioning of startup hiring?,Neutral
"Industrial production regains momentum, grows 3.1% in September",Neutral
DCX Systems lists at 39% premium; management shares growth outlook,Positive
India on priority for visas; additional 1 lakh application slot opened in 'H' category: US state department,Neutral
Explained: How to battle Crypto rout amid intensifying sell-off in market,Negative
ET Money: How to go about porting your health insurance policy,Neutral
Crypto carnage: Over $100 billion crypto m-cap wiped off in 24 hours as Binance scraps FTX deal,Neutral
EAM S Jaishankar on Russian oil imports: 'Would like to keep it going',Positive
"Explained: How does presumptive taxation work, who can use the scheme?",Neutral
"Coal gasification projects: Govt to invite bids in December; to gasify 100mn tonne of coal by 2030, say sources",Positive
Elon Musk claims Twitter ad revenue dropped; says activists destroying free speech,Negative
Greater investment needed in coal production projects: Nirmala Sitharaman,Positive
Explained: Why Kim Jong Un threatens nuclear attack on South Korea?,Negative
India aims to stop urea imports from 2025; pegs FY23 fertilisers subsidy at USD 27.2 billion,Negative
EPFO to increase age ceiling for calculation of pension to 42 years from 35,Positive
"Centre exempts edible oil wholesalers, big chain retailers from stock limit order",Neutral
Common ITR form for all taxpayers on anvil; Tax Expert analyses whether tax returns can truly become 'saral',Positive
HDFC-HDFC Bank merger update: NCLT approves shareholders' meeting on November 25,Positive
Centre hikes windfall gain tax on domestic crude oil; here's how it will impact OMCs and consumers,Negative
UK PM Liz Truss takes U-turn on tax cut; Jeremy Hunt replaces Kwarteng as Britain's finance minister,Negative
British PM Liz Truss sacks Finance Minister Kwasi Kwarteng to stem the economic turmoil in UK,Negative
IMF cuts India's FY23 GDP forecast to 6.8%; for global economy predicts 'worst is yet to come',Negative
SEBI to brokerages: Transfer unused funds back to clients' bank accounts on first Friday of every quarter,Neutral
Credit Suisse: Crisis of confidence?,Positive
PayU calls off $4.7 bn acquisition of BillDesk; Prosus terminates deal after 13 months,Neutral
"UK economic crisis: PM Liz Truss takes U-turn, scraps tax cut for rich to avert rebellion within party",Negative
Credit Suisse fights for its survival; Citi says 'this is not 2008',Neutral
RBI card tokenisation kicks in: Here's how it will help you to secure your debit and credit cards from fraud,Positive
"5G services launch: When will Airtel, Jio and Voda rollout 5G plans, here's what we know so far",Neutral
"Govt to borrow Rs 5.92 lakh cr in H2 of FY23; plans to raise Rs 16,000 cr via sovereign green bonds",Neutral
"SpiceJet announces 20% salary hike for pilots from October, sources say",Neutral
"Cabinet approves Rs 19,500 crore PLI scheme for Solar PV Modules",Positive
Jyotiraditya Scindia: Positive about tremendous growth in India in near future,Positive
"Myntra Big Fashion Festival to go live from Sept 23; gears up for 13,000 orders per min",Positive
ET Money Show: Reasons why cryptominers migrating to equities,Neutral
"Byju's losses widen to Rs 4,588 crore in FY21; readjusts revenue to Rs 2,280 cr",Negative
CCI hearing in Google monopoly case ends; asks google to submit written submissions,Neutral
Tata Motors launches new range of CNG-powered medium & heavy trucks with ADAS features,Neutral
PayU’s $4.7-billion Billdesk acquisition cleared by CCI after a year,Positive
India will grow at 7.4% in FY23 and FY24; not yet time to throw caution to the wind: FM Sitharaman,Neutral
"US Fed chair Jerome Powell warns of economic pain ahead, sees inflation battle lasting 'some time'",Negative
"Crypto price: Bitcoin hits 3-week low, falls below $22K; Ether plunges over 5%",Negative
"Maruti Suzuki Alto K10 launched, prices start at Rs 3.99 lakh: Key specifications, features",Positive
"Ratan Tata invests in 'Goodfellows', a start-up offering companionship to the elderly",Neutral
Maruti Suzuki will recover the lost market share: Chairman RC Bhargava,Neutral
"Airtel launches Wynk Studio, earmarks Rs 100 cr; plans to onboard 5,000 independent artists",Neutral
Gautam Adani's metal foray: Group to invest $5.2 billion to set up alumina refinery in Odisha,Neutral
Modi govt expects inflation to ease further on back of easing commodity prices,Positive
Service charge row: CCPA moves appeal against Delhi HC stay on guidelines,Neutral
"Electricity Amendment Bill 2022 introduced in Lok Sabha, sent to standing committee on energy examination",Positive
RBI MPC meet: Reserve Bank of India to hike repo rates by 50 bps?,Neutral
"Bank of England hikes rates by 50 bps, most since 1995; warns UK will fall in recession this year",Negative
Sugarcane FRP hiked by Rs 15/quintal to Rs 305 for 2022-23 season,Neutral
"Windfall tax on diesel, ATF export slashed; levy on domestic crude oil raised",Negative
Data Protection Bill withdrawn from Lok Sabha; govt plans new 'set of legislations' in Winter Session,Neutral
"Revenue Secretary Tarun Bajaj says the Govt will align wind fall tax in line with crude prices, depreciation in Rupee is not too worrisome",Negative
"Yes Bank to sell up to 10% stake to each Carlyle and Advent for Rs 8,898 cr",Positive
India's core sector output rises to 12.7% in June,Neutral
Here's why govt mulling to cut or stop domestic gas supply to power sector,Negative
478 technical snag-related incidences reported in planes in last one year: Govt in Parliament,Neutral
US GDP data: Recession fears deepen as economy contracts for second-straight quarter,Negative
Fed raises rates by 75 bps in bid to curb inflation,Neutral
Will Akasa Air undercutting air fares trigger a price war in aviation?,Negative
ITC CMD Sanjiv Puri says demerger of hotels business is 'very much' on cards,Neutral
"India plans $10bn electric bus contract to curb emissions, CESL planning tender for 50K e-buses",Neutral
Maruti Suzuki unveils Grand Vitara with a promise of 'India's most fuel efficient SUV',Positive
"Service charges row: Delhi HC stays CCPA guidelines; relief for hotels, restaurants",Positive
"ITC AGM Highlights: CMD Sanjiv Puri on FMCG, Cigarette business and future growth prospects",Positive
UK heatwave: Temperature breaches 40 degree Celsius in Britain for the first time,Neutral
UK PM election: Rishi Sunak retains lead in fourth round as race narrows down to three candidates,Neutral
RBI adopts 4-tiered regulatory framework for urban co-operative banks for their strengthening,Positive
GST on certain food items: FM Sitharaman says decision taken to curb tax leakage with all states onboard,Positive
Monsoon session to begin from July 18: Here are the key Bills likely to be tabled in Parliament,Neutral
"India's trade deficit widens to $26.18 billion in June; exports rise 23%, imports up 55%",Negative
"5G spectrum auction: COAI raises concern, says govt should not allow backdoor entry to Big Tech companies",Negative
Rupee falls to record low of 79.67 against US dollar,Negative
Google to slow hiring in second half of 2022,Neutral
Gender Gap Report 2022: India ranks low at 135th globally for gender parity; worst for health & survival,Negative
No more selling of non-ISI marked items on e-commerce portals,Negative
IndiGo management assures airline technicians on salary rationalisation,Positive
ET Money Show: How to compare and evaluate the best insurance plans,Positive
"GOI may mandate Google Play, Apple's App Store grievance redressal mechanism for Indian App developers",Negative
"Unacademy to focus on profitability, announces salary cuts for founders, management",Neutral
"India to overtake China as world's most populous country in 2023, says UN report",Neutral
5G auction: Adani Group confirms entry into telecom spectrum race,Neutral
"From Brexit to Partygate, the rise and fall of Boris Johnson",Neutral
"After wheat, now Modi govt puts curbs on wheat flour exports",Neutral
"Central banks cooling down inflation, will not necessarily lead to recession: DEA Secy Ajay Seth",Negative
"Women to be included in Indian Navy submarine crew soon, 20% of naval 'Agniveers' will be women this year",Neutral
"Axis MF case: AMC submits probe report to Sebi, says conduct of individuals has no impact on liquidity",Negative
Watch: Electric bus manufacturers red flag Govt's order on compulsory advertising under FAME scheme,Positive
"GST collections rise 56% YoY to Rs 1.44 lakh cr in June 2022, second-highest since rollout",Neutral
'Cryptos are a clear danger': Key highlights from RBI's Financial Stability Report,Positive
SEBI allows FPI participation in Exchange Traded Commodity Derivatives,Neutral
Is financial security still a dream for 'gig economy' workers?,Positive
Single-use plastic to be banned from July 1; industry seeks 6-12 months extension of deadline,Negative
"Bajaj Auto board approves up to Rs 2,500 cr share buyback, key details to know",Positive
"Airlines passing on fuel prices to customers, raise flight ticket prices",Neutral
ET Now special: Has Atmanirbhar Bharat helped Defence sector companies?,Positive
Card Tokenisation: Here's all you need to know as RBI extends deadline for complying norms by 3 months,Positive
There are indications of inflation peaking in India: RBI Deputy Guv Michael Patra,Neutral
"Parameswaran Iyer, who spearheaded the Swachh Bharat Mission, appointed as new Niti Aayog CEO",Neutral
Rice bran oil: What is it and why its consumption is on the rise in India,Neutral
"Gautam Adani, Asia's richest, pledges Rs 60K cr for social causes on his 60th birthday",Positive
FM Nirmala Sitharaman today to hold day-long review of all public sector banks,Neutral
States to seek 3 year extension of GST compensation in next council meet: Sources,Neutral
"Govt will take more steps to curb inflation, if needed: MoS finance Bhagwat Karad",Neutral
"GST rate rationalisation: Group of Ministers fails to reach consensus, finalises interim report",Negative
Indian Railways plans crackdown on brokers and black marketers,Neutral
"Covid-19: Delhi registers 1,118 new cases in 24 hours; 82% more than June 13",Neutral
"Bitcoin slumps below $23,000; what has been the impact of big crypto meltdown?",Neutral
"IPL media rights got sold for Rs 44,075 cr, say sources; Star bags TV, Viacom18 digital rights",Neutral
Dilution of regulatory norms to blame for EV fire incidents: Rajiv Bajaj,Negative
Who will bag IPL media rights for next 5 years? What to expect from auction,Neutral
Govt constitutes Committee on the issue of fake reviews on e-commerce sites,Negative
"Plastic straw ban: Amul urges PM Modi to postpone the ban, cites impact on dairy farmers",Negative
India becomes an important market amid slow global GDP growth and high inflation: N Chandra at TCS AGM,Positive
"GST collection will be better, while there will be some pressure on customs: CBIC Chairman",Positive
Meet PhysicsWallah CEO Alakh Pandey: India's latest unicorn owner,Neutral
"Gautam Adani at UP Investors Summit: Will invest over Rs 70,000 cr in state",Neutral
"Kotak Bank succession plans: KVS Manian clarifies, says Jay Kotak will get bigger role based on merit",Positive
How to use Fibonacci retracement and patterns in trading to identify buying levels,Neutral
"Centre clears entire GST compensation dues till date, releases Rs 86,912 crore to states",Positive
